Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
APPROVED,Not Applicable,2026-05-18T20:37:30.926000Z,2026-05-18T21:03:57.079000Z,2026-05-19T14:44:26.181000Z,2026-05-18T21:04:07.283532Z,1587.0,CDT15VVH,3,English,32,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:37:11.475000Z,2026-05-18T21:27:45.530000Z,2026-05-19T14:44:26.444000Z,2026-05-18T21:27:45.981978Z,3035.0,CDT15VVH,650,English,36,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:57.609000Z,2026-05-18T21:09:18.690000Z,2026-05-19T14:44:26.706000Z,2026-05-18T21:09:19.093968Z,1942.0,CDT15VVH,120,English,39,Female,Black,United States,United States,United States,Spanish,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:56.718000Z,2026-05-18T20:52:33.117000Z,2026-05-19T14:44:27.019000Z,2026-05-18T20:52:33.574515Z,937.0,CDT15VVH,69,English,21,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:00.028000Z,,,2026-05-19T13:36:54.984371Z,,,1526,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:57.139000Z,2026-05-18T21:03:16.430000Z,2026-05-19T14:44:27.320000Z,2026-05-18T21:03:16.850472Z,1580.0,CDT15VVH,1251,English,24,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:54.286000Z,,,2026-05-19T13:36:54.997441Z,,,271,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:37:45.092000Z,,,2026-05-19T13:36:54.993317Z,,,4525,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:38:16.847000Z,2026-05-18T21:03:48.439000Z,2026-05-19T14:44:27.621000Z,2026-05-18T21:03:48.848300Z,1532.0,CDT15VVH,390,English,33,Prefer not to say,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:42.483000Z,2026-05-18T21:10:03.604000Z,2026-05-19T14:44:28.056000Z,2026-05-18T21:10:04.085725Z,1882.0,CDT15VVH,1057,English,51,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:52.441000Z,2026-05-18T21:14:33.267000Z,2026-05-19T14:44:28.369000Z,2026-05-18T21:14:33.682744Z,2141.0,CDT15VVH,1363,English,39,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:40.161000Z,2026-05-18T21:10:59.601000Z,2026-05-19T14:44:28.634000Z,2026-05-18T21:11:00.028429Z,1940.0,CDT15VVH,228,English,25,Female,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:56.647000Z,2026-05-18T21:37:28.566000Z,2026-05-19T14:44:28.923000Z,2026-05-18T21:37:29.032916Z,3512.0,CDT15VVH,2,English,27,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:41:32.768000Z,2026-05-18T21:20:34.806000Z,2026-05-19T14:44:29.189000Z,2026-05-18T21:20:35.225491Z,2343.0,CDT15VVH,624,"French, English",53,Female,Mixed,France,United States,United States,French,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:39:35.337000Z,2026-05-18T21:13:25.926000Z,2026-05-19T14:44:29.492000Z,2026-05-18T21:13:26.381673Z,2031.0,CDT15VVH,199,English,35,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:39:48.269000Z,2026-05-18T21:14:20.667000Z,2026-05-19T14:44:29.766000Z,2026-05-18T21:14:21.087801Z,2073.0,CDT15VVH,78,"English, German, French",34,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:40:05.189000Z,,,2026-05-19T13:36:54.983639Z,,,366,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:40:11.618000Z,2026-05-18T21:07:48.840000Z,2026-05-19T14:44:30.031000Z,2026-05-18T21:07:49.296587Z,1658.0,CDT15VVH,298,English,29,Female,Asian,United States,United States,United States,Laotian,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:40:38.064000Z,2026-05-18T21:37:44.912000Z,2026-05-19T14:44:30.297000Z,2026-05-18T21:37:45.331136Z,3427.0,CDT15VVH,4,"English, Spanish",25,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:41:01.508000Z,2026-05-18T21:39:59.548000Z,2026-05-19T14:44:30.584000Z,2026-05-18T21:40:00.001769Z,3539.0,CDT15VVH,1362,English,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Fail,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:41:45.680000Z,,,2026-05-19T13:36:54.999862Z,,,18,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:42:45.673000Z,2026-05-18T21:41:27.037000Z,2026-05-19T14:44:30.924000Z,2026-05-18T21:41:27.496672Z,3522.0,CDT15VVH,31,"Swahili, English",42,Male,Black,Kenya,United States,United States,Swahili,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:44:18.951000Z,,,2026-05-19T13:36:55.000478Z,,,15901,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:45:04.633000Z,2026-05-18T21:40:24.900000Z,2026-05-19T14:44:32.034000Z,2026-05-18T21:40:25.335288Z,3321.0,CDT15VVH,3019,English,50,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:46:01.254000Z,2026-05-18T21:28:36.045000Z,2026-05-19T14:44:32.316000Z,2026-05-18T21:28:36.490160Z,2555.0,CDT15VVH,70,English,27,Male,White,Cuba,United States,Cuba,Spanish,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:46:12.287000Z,2026-05-18T21:10:31.958000Z,2026-05-19T14:44:32.602000Z,2026-05-18T21:10:32.372760Z,1460.0,CDT15VVH,202,English,26,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:47:56.083000Z,2026-05-18T21:16:01.266000Z,2026-05-19T14:44:32.964000Z,2026-05-18T21:16:01.715186Z,1686.0,CDT15VVH,2435,"Spanish, English",38,Female,Other,United States,United States,Puerto Rico,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:50:16.810000Z,2026-05-18T21:11:09.149000Z,2026-05-19T14:44:33.290000Z,2026-05-18T21:11:09.702085Z,1253.0,CDT15VVH,0,English,19,Female,White,United States,United States,DATA_EXPIRED,English,Yes,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:00:29.554000Z,2026-05-18T21:15:37.162000Z,2026-05-19T14:44:33.563000Z,2026-05-18T21:15:37.581620Z,908.0,CDT15VVH,5,"English, Hebrew",23,Female,Mixed,United States,United States,United States,English,Yes,Due to start a new job within the next month,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:01:23.548000Z,2026-05-18T21:18:57.630000Z,2026-05-19T14:44:33.859000Z,2026-05-18T21:18:58.370272Z,1055.0,CDT15VVH,286,"English, French",25,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:02:25.718000Z,2026-05-18T21:37:45.762000Z,2026-05-19T14:44:34.156000Z,2026-05-18T21:37:46.143191Z,2121.0,NOCODE,146,English,32,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T21:06:13.167000Z,,,2026-05-19T13:36:54.998298Z,,,820,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T21:12:11.789000Z,2026-05-18T21:56:59.263000Z,2026-05-19T14:44:34.421000Z,2026-05-18T21:56:59.667516Z,2688.0,CDT15VVH,209,"Spanish, English",24,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T21:29:34.540000Z,2026-05-18T22:03:07.881000Z,2026-05-19T14:44:34.729000Z,2026-05-18T22:03:08.434179Z,2014.0,CDT15VVH,1548,"English, Spanish",29,Female,Mixed,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T21:36:07.048000Z,2026-05-18T22:07:40.166000Z,2026-05-19T14:44:35.058000Z,2026-05-18T22:07:40.613260Z,1894.0,CDT15VVH,6,English,25,Female,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:38:35.444000Z,2026-05-18T22:37:42.217000Z,2026-05-19T14:44:35.358000Z,2026-05-18T22:37:42.790337Z,3547.0,CDT15VVH,3182,"English, Polish, Spanish",23,Female,White,United States,United States,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:36:43.665000Z,2026-05-18T21:50:40.761000Z,2026-05-19T14:44:35.646000Z,2026-05-18T21:50:41.208825Z,838.0,CDT15VVH,16769,English,65,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:38:03.992000Z,2026-05-18T22:16:53.398000Z,2026-05-19T14:44:35.984000Z,2026-05-18T22:16:53.811494Z,2330.0,CDT15VVH,592,English,51,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:37:08.449000Z,2026-05-18T22:25:33.365000Z,2026-05-19T14:44:36.378000Z,2026-05-18T22:25:33.824153Z,2905.0,CDT15VVH,4,English,48,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Fail,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T21:37:14.853000Z,2026-05-18T22:19:32.882000Z,2026-05-19T14:44:36.765000Z,2026-05-18T22:21:29.623929Z,2539.0,CDT15VVH,18,"English, Spanish",26,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T21:39:42.967000Z,,,2026-05-19T13:36:55.025344Z,,,7451,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T21:43:51.873000Z,2026-05-18T22:01:28.149000Z,2026-05-19T14:44:37.045000Z,2026-05-18T22:01:28.580220Z,1057.0,CDT15VVH,8882,English,33,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T21:45:37.399000Z,2026-05-18T22:06:47.071000Z,2026-05-19T14:44:37.318000Z,2026-05-18T22:06:47.555180Z,1270.0,CDT15VVH,4054,English,48,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T21:45:06.042000Z,2026-05-18T22:22:03.618000Z,2026-05-19T14:44:37.621000Z,2026-05-18T22:22:04.041470Z,2218.0,CDT15VVH,3766,English,31,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
